id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15175370,Tasteful|Spacious on Commonwealth|1BR 1BA #1,814298,Short Term Rentals Boston,,Back Bay,42.34856,-71.0904,Entire home/apt,200,91,70,2019-10-27,2.02,94,0
15177273,Renovated House Clean Room near Orange line & Park,18517776,Huggy,,Roxbury,42.31194,-71.09312,Private room,36,91,2,2017-11-21,0.05,30,365
15188419,*Bluebird Classy 2-BR Apt Near Boston Opera!!,95459395,Bluebird,,Downtown,42.35228,-71.06362,Entire home/apt,469,9,0,,,49,365
15193504,"Sunny, Quiet, Private Home Office + Free Parking",2343712,Stephanie+Eric,,Roslindale,42.27895,-71.11782,Private room,62,91,45,2017-09-17,1.16,1,0
15222140,North End Efficient 3 BR | 1 BA in Little Italy,9410008,Jason,,North End,42.3666,-71.05488,Entire home/apt,275,2,134,2019-11-26,3.46,18,330
15249493,Located amid the beautiful downtown Boston Skyline,9419684,Mike,,Chinatown,42.35121,-71.06143,Entire home/apt,244,29,0,,,68,118
15251516,Sunny 1-bed apt in central Boston's Bay Village,96990964,Duncan,,Bay Village,42.34874,-71.0686,Entire home/apt,160,2,143,2019-11-24,3.93,1,163
15256830,Savin Hill by the Sea with Private Bath,72139831,Robin,,Dorchester,42.30989,-71.04855,Hotel room,100,1,184,2019-11-25,4.85,4,337
15281436,Charming Oasis Near Downtown & Airport,5618949,Alan,,East Boston,42.37839,-71.03251,Entire home/apt,149,91,53,2019-10-29,1.56,4,0
15284641,3 Bdrm 2BA Apt Quiet Renovated Top Loc. Parking!,40946436,John,,Bay Village,42.34899,-71.06666,Entire home/apt,178,1,183,2019-11-23,4.79,2,66
15296865,"Spectacular 1 Bedroom Condo, Walkable  to Anywhere",1012005,Josh,,Bay Village,42.34842,-71.06872,Entire home/apt,590,91,0,,,1,0
15313517,Modern + Cool Spacious Studio Steps to the Subway,85533422,Justin Henry & Jorge,,Dorchester,42.31291,-71.04939,Entire home/apt,135,91,104,2019-10-20,2.70,1,51
15337363,Sonder | Winthrop Square | Charming 1BR,12243051,Sonder,,Downtown,42.35444,-71.05966,Entire home/apt,130,2,44,2019-11-08,1.15,147,244
15338096,Sonder | Winthrop Square | Airy Studio,12243051,Sonder,,Downtown,42.35545,-71.05982,Entire home/apt,127,2,27,2019-11-10,0.71,147,219
15340831,Sonder | Winthrop Square | Bright Studio,12243051,Sonder,,Downtown,42.35543,-71.05808,Entire home/apt,128,2,36,2019-10-18,0.94,147,0
15341441,Sonder | Winthrop Square | Vibrant 1BR,12243051,Sonder,,Downtown,42.35593,-71.05864,Entire home/apt,134,2,18,2019-10-06,0.47,147,246
15342033,Sonder | Winthrop Square | Smart Studio,12243051,Sonder,,Downtown,42.35593,-71.05794,Entire home/apt,128,2,51,2019-11-17,1.34,147,248
15344876,Large room in beautiful Victorian,15198549,Felicia,,Roxbury,42.31628,-71.09564,Private room,65,91,6,2018-08-11,0.16,2,307
15375825,Sonder | Winthrop Square | Unique Studio,12243051,Sonder,,Downtown,42.35572,-71.05922,Entire home/apt,127,2,25,2019-05-27,0.66,147,188
15376003,Spacious 1BR w/Full Bath on Dorchester Heights,98244983,Kevin And Diane,,South Boston,42.33488,-71.04501,Private room,90,2,145,2019-11-22,3.89,1,0
15390344,Sonder | Winthrop Square | Artsy Studio,12243051,Sonder,,Downtown,42.35453,-71.05977,Entire home/apt,129,2,20,2019-08-03,0.52,147,221
15390808,Sonder | Winthrop Square | Lively Studio,12243051,Sonder,,Downtown,42.35602,-71.05939,Entire home/apt,129,2,39,2019-11-17,1.03,147,246
15390860,Sonder | Winthrop Square | Cozy Studio,12243051,Sonder,,Downtown,42.35521,-71.05955,Entire home/apt,129,2,48,2019-10-26,1.26,147,246
15397125,Luxury 4BR | 2.5BA Back Bay Duplex,9410008,Jason,,Back Bay,42.35024,-71.08895,Entire home/apt,500,2,108,2019-11-15,2.84,18,332
15405175,Fully Renovated 1 bedroom near Airport,98610252,Kyle,,East Boston,42.38101,-71.03065,Entire home/apt,155,1,108,2019-12-01,2.86,1,10
15407065,Sonder | Winthrop Square | Lovely 2BR,12243051,Sonder,,Downtown,42.35422,-71.06004,Entire home/apt,237,2,66,2019-11-10,1.73,147,235
15407347,Sonder | Winthrop Square | Lovely 1BR,12243051,Sonder,,Downtown,42.35602,-71.05917,Entire home/apt,137,2,74,2019-11-05,1.95,147,234
15407480,Sonder | Winthrop Square | Lovely Studio,12243051,Sonder,,Downtown,42.35578,-71.05778,Entire home/apt,128,2,48,2019-11-08,1.26,147,194
15412846,Brand New Room+ Private Bathroom~2 mins from the T,1937655,Cindy,,Allston,42.3536,-71.1254,Private room,85,91,31,2017-11-12,1.04,1,0
15417450,Beaming Spacious Accomm. in Back Bay| 3BR 1BA #2,814298,Short Term Rentals Boston,,Back Bay,42.34978,-71.08888,Entire home/apt,400,91,85,2019-10-25,2.59,94,0
15429538,"Serene, light-filled room in old Victorian.",12164071,Cynthia And Paul,,Jamaica Plain,42.31344,-71.10818,Private room,50,2,199,2019-11-18,5.21,2,267
15444930,Sonder | Winthrop Square | Sunny Studio,12243051,Sonder,,Downtown,42.35442,-71.05847,Entire home/apt,127,2,35,2019-09-02,0.93,147,0
15453527,"Renovated Clean house, Orange Line, EZ to Longwood",18517776,Huggy,,Roxbury,42.31399,-71.09217,Private room,36,91,5,2018-01-28,0.13,30,365
15463154,Sonder | Winthrop Square | Modern Studio,12243051,Sonder,,Downtown,42.35578,-71.05944,Entire home/apt,129,2,76,2019-11-16,1.99,147,245
15471042,Central Boston luxury 1brm w/ sleep sofa and gym,66533138,Val,,North End,42.36361,-71.0568,Entire home/apt,130,1,186,2019-10-29,4.96,4,237
15476718,Lower Allston,99345769,Danny,,Brighton,42.36182,-71.14011,Private room,85,91,5,2018-04-28,0.18,1,0
15483912,Downstairs Room in Stunning NorthEnd Loft,1238379,Jacobo & Elizabeth,,North End,42.36782,-71.05708,Private room,80,1,119,2019-10-27,3.18,1,221
15517432,Modern Penthouse in the Heart of Boston-South end,99728847,Naoual,,South End,42.34444,-71.07628,Entire home/apt,200,91,228,2019-11-17,6.09,2,295
15521407,Large Private room in Savin Hill,72139831,Robin,,Dorchester,42.30911,-71.04698,Private room,75,1,173,2019-11-18,4.60,4,331
15528667,"New Construction Comfort, Easy To Get Everywhere",93820834,Maria,,Charlestown,42.38185,-71.06891,Private room,190,3,11,2019-06-09,0.34,3,88
15548410,"Private Full Bath, Cozy Room, Amazing Location",11635304,Will&Grace,,Mission Hill,42.33194,-71.10864,Private room,99,1,317,2019-11-17,8.36,1,73
15559436,"Beautifully renovated 1 Bed Apt. - Allston, Boston",100180968,Charles,,Allston,42.35501,-71.12929,Entire home/apt,111,91,313,2019-11-24,9.03,1,130
15580808,Comfort|Light|Trendy Spot in Back Bay |3BR 1BA #4,814298,Short Term Rentals Boston,,Back Bay,42.3489,-71.09031,Entire home/apt,300,91,67,2019-09-12,2.13,94,0
15581890,Lovely Brownstone on Commonwealth|3 BR 1BA #2,814298,Short Term Rentals Boston,,Back Bay,42.34843,-71.08859,Entire home/apt,300,91,86,2019-11-17,2.60,94,52
15582062,Cozy Studio on Enchanting Newbury Street!,44341268,Tony,,Back Bay,42.34754,-71.08414,Entire home/apt,249,3,131,2019-11-11,3.47,1,81
15582521,North end and TD Garden Boston 1brm,66533138,Val,,North End,42.3656,-71.05688,Entire home/apt,107,1,151,2019-11-13,4.02,4,270
15616726,Beautiful all furnish Home,100685694,Frances,,Roslindale,42.27664,-71.12639,Entire home/apt,195,2,152,2019-11-10,4.03,1,317
15660279,Lrg 4 Bdrm Best Location Prvt. Patio Quiet Parking,25146457,Nicholas,,Bay Village,42.35005,-71.06695,Entire home/apt,353,1,138,2019-11-16,3.69,1,100
15665707,"Quite, clean and easy!",16052189,Jonathan,,Hyde Park,42.23704,-71.13285,Private room,44,91,8,2019-07-27,0.22,8,338
15665935,"Boston private room - Spacious, tidy, close to T",16052189,Jonathan,,Hyde Park,42.23576,-71.1324,Private room,44,91,5,2019-07-27,0.33,8,338
15710997,Large relaxing apt. next to metro 20min to Boston,6430732,Victoria/Tim,,Dorchester,42.29394,-71.06757,Entire home/apt,160,28,124,2019-11-18,3.65,2,220
15767124,5 Star Rated Exec Penthouse★Deck★Ace Location★Luxe,59234220,Lara,,Beacon Hill,42.3605,-71.06856,Entire home/apt,169,28,102,2019-01-01,2.87,7,2
15773389,Single room across from Fenway Park,78923625,Zac,,Fenway,42.34709,-71.09429,Private room,54,91,4,2017-06-29,0.13,1,0
15789680,Room with bathroom in luxury condo,45621468,Elena,,Brighton,42.34371,-71.13993,Private room,75,28,65,2018-07-11,1.95,1,365
15797699,Beautiful 1 Bed with excellent location!,28123912,Ned,,Downtown,42.35862,-71.0628,Entire home/apt,160,91,103,2019-09-24,2.78,1,204
15821724,Upscale Private 2 Bedroom Suite w/Kitchen and Bath,44448784,Peter,,Dorchester,42.28048,-71.06978,Entire home/apt,100,2,95,2019-11-11,5.17,1,76
15827529,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Adam,,Fenway,42.34623,-71.08863,Entire home/apt,299,9,21,2019-11-01,0.67,14,71
15830969,Modern Design+Convenience in Historic Neighborhood,102501637,Andrew,,South End,42.33681,-71.07408,Entire home/apt,160,91,30,2019-11-11,2.92,1,87
15832498,Victorian Treetop Apartment - Close to Everything!,102515900,Kenneth,,Jamaica Plain,42.31676,-71.10929,Entire home/apt,175,3,29,2019-11-22,1.41,1,334
15844973,☆Penthouse - Stunning Harbor View - Walk Score 97❤,14232249,Henry,,Downtown,42.36136,-71.06329,Private room,68,30,258,2018-12-31,6.92,1,0
15901362,Fabulous North End 3 BR | 1.5 BA in Little Italy,9410008,Jason,,North End,42.36569,-71.05112,Entire home/apt,300,2,137,2019-12-01,3.70,18,293
15929108,Top-of-the-hill 1882 Victorian house.,6465607,Crystal,,Dorchester,42.31429,-71.06473,Private room,80,3,97,2019-11-11,2.73,1,166
15954650,3rd floor private bedroom with full size bed,69267172,Lynda,,Roslindale,42.27678,-71.13469,Private room,37,91,28,2019-11-14,0.92,5,365
15956789,Huge Luxury 2 Story Brownstone with Roofdeck,37616482,Dan & Sheila,,Roxbury,42.32595,-71.09727,Entire home/apt,149,2,145,2019-11-10,3.92,1,92
15974807,Large 4 Bed / 3 Bath near Harvard w/ FREE Parking,10250028,Michelle,,Allston,42.35802,-71.13218,Entire home/apt,188,1,117,2019-11-17,3.16,2,206
15985435,Beautiful Charlestown Condo!,23692234,Whitney,,Charlestown,42.37394,-71.0642,Entire home/apt,200,91,49,2018-09-22,1.53,1,63
16001334,Cozy lofted studio on Beacon St in Back Bay!,14460209,Noreen,,Back Bay,42.35309,-71.07697,Entire home/apt,152,91,3,2017-07-02,0.09,1,0
16013285,Clean & Spacious 2 bedroom Near Downtown,68235152,Shawn,,Dorchester,42.2937,-71.05435,Entire home/apt,162,2,96,2019-11-11,3.10,1,355
16040760,Artist Luxury Apt in Boston Free Park & Walk to T,104174476,Cora,,Allston,42.35404,-71.13107,Entire home/apt,289,91,71,2019-08-10,2.05,1,174
16148182,~*Pet Friendly 30min to Downtown*~ THE BOSTONIAN,14016102,Jovan,,Hyde Park,42.26075,-71.11735,Entire home/apt,124,1,110,2019-11-25,3.05,2,320
16177662,Houseboat White Elephant:  HUGE Boat Rental Downtown Boston!,105620455,SleepAfloat,,North End,42.36408,-71.04988,Entire home/apt,292,91,26,2019-10-06,0.93,1,205
16188636,Cozy room on Athol St,62457579,David,,Allston,42.36028,-71.13398,Private room,47,91,5,2018-05-28,0.16,2,0
16233671,Garden room next to T stop/bus hub.,21745230,Jurek,,Charlestown,42.3833,-71.07842,Private room,54,1,39,2019-11-19,1.34,11,321
16239455,Charming Loft w. Jacuzzi - 20min to Boston,6430732,Victoria/Tim,,Dorchester,42.2926,-71.06648,Entire home/apt,87,28,94,2019-11-17,2.65,2,160
16272709,Clean and spacious 2 bed apartment,69267172,Lynda,,Roslindale,42.27619,-71.13311,Entire home/apt,105,91,45,2019-10-28,1.32,5,365
16275852,"Modern,Luxury 1BR APT in Back Bay",43035126,Helen,,Back Bay,42.35072,-71.0795,Entire home/apt,140,91,4,2019-04-28,0.14,1,191
16276850,1 bedroom/studio in southie,106461701,Jimmy,,South Boston,42.33734,-71.04751,Entire home/apt,110,91,20,2019-11-08,0.60,1,175
16288361,*Spacious2beds*/free parking Boston,70833557,Ken,,South End,42.34032,-71.08101,Entire home/apt,69,1,326,2019-11-17,9.05,1,215
16322139,Private room/shared bath in the heart of Boston,106824333,Ty,,South End,42.33909,-71.07307,Private room,80,91,110,2019-07-28,3.07,1,0
16364879,2 beds Garden Apt-calm oasis next to T stop -3 min,21745230,Jurek,,Charlestown,42.3825,-71.07851,Private room,104,1,142,2019-10-20,3.99,11,235
16379917,Beautiful 1bd with master & Public transportation,16052189,Jonathan,,Hyde Park,42.23739,-71.1331,Entire home/apt,89,91,7,2019-07-02,0.19,8,337
16392095,Close to MGH★Walk Everywhere★Beacon Hill by Luxe,59234220,Lara,,Beacon Hill,42.3598,-71.06901,Entire home/apt,99,28,97,2018-11-26,2.78,7,302
16413314,Modern Brownstone - walk to Longwood Medical Area!,6570954,Tobias,,Roxbury,42.32874,-71.09369,Private room,70,6,39,2019-11-06,1.16,1,52
16436951,Beacon Hill Condo,106927354,Steve,,Beacon Hill,42.3588,-71.06512,Entire home/apt,104,28,0,,,1,297
16453322,Cozy Southie pad 3,34343733,Steven,,South Boston,42.33622,-71.0409,Entire home/apt,250,91,83,2019-11-05,2.50,1,165
16453657,Charming Private Bedroom by the Red Line!,16186589,Marie,,Dorchester,42.28698,-71.06495,Private room,60,30,3,2019-02-11,0.16,25,364
16459191,Monthly Discounts! Luxurious Back Bay Studio,107981961,Eva,,Back Bay,42.35519,-71.07434,Entire home/apt,250,31,137,2019-11-06,3.86,1,0
16464424,Spacious sunny 2 bedroom on public transit,76753546,Joel,,Brighton,42.34236,-71.14528,Entire home/apt,85,91,2,2017-01-04,0.06,1,0
