id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22886713,Newly Renovated Boston College Studio,117861820,Kevin,,Brighton,42.35785,-71.14184,Entire home/apt,200,2,158,2019-12-01,6.98,3,148
22940115,"Beautiful private place, 4 min fr T, 5 min airport",169902109,Endang,,East Boston,42.38253,-71.03646,Private room,95,1,148,2019-11-10,6.69,2,323
22944278,Large and Cozy room with private entrance,132685075,Sonia And Jacobo,,Hyde Park,42.2652,-71.12227,Private room,72,1,77,2019-11-15,3.77,1,0
22957253,Luxe All New 4BR 2 Bath Duplex ★ A/C ★ Near Subway,10411973,Erin,,Jamaica Plain,42.31131,-71.11407,Entire home/apt,255,1,71,2019-12-01,3.20,1,0
23004674,Maverick Square Queen Bed Apt. in funky location,143204479,Anthony,,East Boston,42.36948,-71.03811,Entire home/apt,85,92,63,2019-08-29,3.28,2,78
23015741,NEW Lux Modern Apartment on Clearway st #38,133927887,Kat,,Back Bay,42.3461,-71.08447,Entire home/apt,800,91,40,2019-07-16,1.88,12,0
23016377,Shiny Apartment close to Boston Downtown,96242098,Gereon,,Brighton,42.34155,-71.14763,Shared room,71,91,0,,,1,0
23017535,New 2 Bed Modern Apartment in Downtown Boston #14,133927887,Kat,,Back Bay,42.34439,-71.08528,Entire home/apt,250,91,18,2019-06-25,0.86,12,0
23017803,2 Bed - Modern - Clean living space Prudential #16,133927887,Kat,,Back Bay,42.34579,-71.08674,Entire home/apt,246,91,19,2019-06-19,0.91,12,0
23027286,BOSTON Private Room/ #2 Modern/Cozy bedroom,169085368,Yionel,,Mattapan,42.27151,-71.10176,Private room,65,91,1,2018-03-09,0.05,4,89
23027875,BOSTON Private Bedroom/#3 Modern Cozy Style,169085368,Yionel,,Mattapan,42.27086,-71.10212,Private room,47,91,1,2019-02-04,0.10,4,90
23039466,Sonder | Theater District | Classic 1BR,12243051,Sonder,,Downtown,42.35099,-71.06372,Entire home/apt,148,2,22,2019-10-27,1.04,147,71
23056994,Cozy 1BR apartment,41932249,Ann,,Roxbury,42.32411,-71.09358,Entire home/apt,89,91,35,2019-08-25,1.67,17,0
23057732,"Modern Space w Roof Deck, Gym, Easy Train Access",30283594,Kara,,Mission Hill,42.33065,-71.11098,Entire home/apt,279,2,7,2019-11-23,0.61,87,359
23062683,Small one bedroom apartment in downtown boston,7634519,Carmen,,South Boston Waterfront,42.34421,-71.05407,Entire home/apt,70,91,1,2018-03-14,0.05,1,0
23088339,Beautiful sunlit home 5 min walk from subway,1173513,An,,Dorchester,42.31365,-71.05309,Entire home/apt,210,2,80,2019-11-15,3.79,7,78
23109832,Jamaica Plain Gem!,171702791,Anna,,Jamaica Plain,42.31575,-71.11526,Entire home/apt,120,90,0,,,1,104
23113252,NEW - Best of Bos: Luxury Studio,95875885,D.,,Fenway,42.34442,-71.10343,Entire home/apt,140,4,30,2019-10-26,1.40,1,14
23121785,Sonder | Theater District | Sleek Studio,12243051,Sonder,,Downtown,42.35163,-71.06367,Entire home/apt,135,2,19,2019-11-11,0.86,147,82
23122616,Sonder | Theater District | Edgy Studio,12243051,Sonder,,Downtown,42.35174,-71.06479,Entire home/apt,120,2,23,2019-11-12,1.04,147,67
23123180,Sonder | Theater District | Ideal Studio,12243051,Sonder,,Downtown,42.35169,-71.06492,Entire home/apt,132,2,10,2019-11-03,0.46,147,107
23124838,Sonder | Theater District | Bold Studio,12243051,Sonder,,Downtown,42.35124,-71.06357,Entire home/apt,130,2,14,2019-11-19,0.63,147,67
23127262,Single family home on historic Winthrop Square.,18598927,Kim,,Charlestown,42.37468,-71.05989,Entire home/apt,500,2,17,2019-08-24,1.08,1,60
23128943,Beautiful high rise river views in renovated condo,6574212,Jim,,West End,42.3662,-71.06795,Private room,100,28,30,2019-11-30,1.43,2,90
23147024,"Clean, cozy, and close to everything!",156565411,Carolina,,Longwood Medical Area,42.33727,-71.10826,Entire home/apt,114,91,26,2018-09-27,1.19,2,0
23149016,Boston Spirit (Entire Home),169085368,Yionel,,Mattapan,42.27065,-71.10248,Entire home/apt,209,91,43,2019-08-03,1.97,4,48
23165210,Modern-Boston Center-2 Bed Next to Prudential #40,133927887,Kat,,Back Bay,42.34453,-71.08405,Entire home/apt,325,91,27,2019-07-20,1.29,12,0
23166408,Luxury 2BR Penthouse in heart of Boston North End,9785157,Patty,,North End,42.36331,-71.05579,Entire home/apt,200,30,3,2019-09-10,0.24,1,178
23170412,The Stratford | 1 BR 1BA | 1st Floor,71783,Lance,,Back Bay,42.35114,-71.08868,Entire home/apt,157,91,21,2018-08-23,1.00,22,0
23180341,Renovated Copley Dream Studio! Everyones Fave!,76545076,Taylor,,Back Bay,42.34413,-71.08148,Entire home/apt,150,91,132,2019-10-30,6.05,13,0
23188970,Garden View at Lomasney,48494513,Inn Boston,,West End,42.36425,-71.0641,Entire home/apt,80,91,0,,,20,93
23214991,Quiet Minimalist Apartment,38352890,Val,,Fenway,42.34862,-71.09216,Entire home/apt,150,91,4,2018-08-05,0.19,1,0
23251910,Sunny Clean near Silver Line easy to LMA/BMC,145930475,Huggy,,Roxbury,42.32765,-71.07948,Private room,35,91,1,2018-08-13,0.06,6,365
23252361,Large 1-Bed. Condo in the Heart of the North End,173057387,Tim,,North End,42.36602,-71.05569,Entire home/apt,225,2,89,2019-11-11,4.05,1,310
23258400,Boston - Logan Intl Airport I,129278480,Jay,,East Boston,42.3897,-71.00355,Private room,50,91,1,2019-05-31,0.16,4,179
23272728,"Clean, cozy, and conveniently located!",156565411,Carolina,,Longwood Medical Area,42.3389,-71.1083,Private room,90,91,14,2019-01-10,0.69,2,0
23275119,Sonder | Pierce Boston | Grand 2BR + Gym,12243051,Sonder,,Fenway,42.34272,-71.10308,Entire home/apt,324,2,38,2019-11-17,1.74,147,295
23275623,Sonder | Pierce Boston | Dreamy 2BR + Gym,12243051,Sonder,,Fenway,42.3447,-71.10135,Entire home/apt,383,2,44,2019-10-30,2.02,147,347
23277339,Sonder | Pierce Boston | Warm 1BR + Yoga Studio,12243051,Sonder,,Fenway,42.34336,-71.10231,Entire home/apt,185,2,3,2019-09-06,0.14,147,346
23285785,Boston Living,9681121,Christopher,,Dorchester,42.27933,-71.07647,Entire home/apt,225,91,17,2019-11-10,3.23,2,180
23285835,A Castle in Boston,9681121,Christopher,,Dorchester,42.28054,-71.07875,Entire home/apt,120,91,89,2019-10-20,4.16,2,0
23287236,Large Functional 2  Bed/B in West End Neighborhood,20079643,Alex @ Boston Corporate Housing,,West End,42.36494,-71.06852,Entire home/apt,275,30,2,2019-07-02,0.15,19,143
23287586,"Beautiful View of Charles River, Convenient Loc.",20079643,Alex @ Boston Corporate Housing,,West End,42.36396,-71.06777,Entire home/apt,295,30,3,2018-10-28,0.16,19,0
23289684,"Large Cozy One Bedroom, Balcony Over Charles River",20079643,Alex @ Boston Corporate Housing,,West End,42.3652,-71.06954,Entire home/apt,260,30,4,2019-07-02,0.27,19,164
23289953,Green R*10minJFK T RedLine*Downtown 10 min by Uber,167556315,Karolina,,Dorchester,42.32196,-71.06119,Private room,52,3,101,2019-11-05,5.08,6,52
23290200,BlueRoom*City 10min by Uber*8min JFK Red Line,167556315,Karolina,,Dorchester,42.32178,-71.06111,Private room,65,3,103,2019-11-03,4.86,6,66
23293297,Sonder | Pierce Boston | Sleek 1BR + Gym,12243051,Sonder,,Fenway,42.34267,-71.10096,Entire home/apt,201,2,8,2019-11-04,0.40,147,352
23301918,Spectacular 1 Bedroom in Boston + Great Views!,30283594,Kara,,Chinatown,42.35116,-71.06192,Entire home/apt,143,5,0,,,87,363
23303486,Back Bay Beacon 3 Bedroom Bi Level,48494513,Inn Boston,,Back Bay,42.35337,-71.07565,Entire home/apt,419,91,7,2018-10-07,0.41,20,141
23304072,The Boston Christopher One Bedroom,48494513,Inn Boston,,South End,42.34429,-71.07774,Entire home/apt,199,91,7,2019-07-18,0.35,20,349
23304442,The Boston Christopher Studio Suite,48494513,Inn Boston,,South End,42.34229,-71.07916,Entire home/apt,149,91,21,2019-06-21,1.10,20,291
23304518,The Boston Christopher Studio Suite,48494513,Inn Boston,,South End,42.34246,-71.07748,Entire home/apt,149,91,21,2019-03-31,1.16,20,312
23304925,Modern 1 Bedroom Apartment Boston!,45610975,Eeshan,,Allston,42.34938,-71.13008,Entire home/apt,65,91,1,2018-04-08,0.05,1,30
23305456,Located on one of the most desirable st in Boston,99728847,Naoual,,South End,42.345,-71.076,Entire home/apt,175,29,100,2019-11-12,4.73,2,320
23308681,Sonder | Pierce Boston | Polished 2BR + Game Room,12243051,Sonder,,Fenway,42.34393,-71.10123,Entire home/apt,361,2,31,2019-11-08,1.49,147,335
23310638,Sonder | Pierce Boston | Eclectic 2BR + Lounge,12243051,Sonder,,Fenway,42.34273,-71.10248,Entire home/apt,389,2,9,2019-09-29,0.43,147,330
23311123,"Close to BMC, Easy to Downtown/Longwood/Cambridge",145930475,Huggy,,Roxbury,42.32637,-71.08117,Private room,37,91,0,,,6,365
23316169,Condo in Boston; Monthly Long Term Rental Only!,129108155,Yusuf,,Roxbury,42.33148,-71.09297,Entire home/apt,110,91,48,2019-11-17,3.04,1,280
23320808,"Functional 1 Bedroom, Top Floor,Quiet Neighborhood",20079643,Alex @ Boston Corporate Housing,,West End,42.36312,-71.06907,Entire home/apt,250,30,1,2019-11-10,1,19,152
23321077,Large 2 Bedroom Beautiful Views and Convienant Loc,20079643,Alex @ Boston Corporate Housing,,West End,42.36418,-71.06823,Entire home/apt,295,30,0,,,19,177
23321493,"Beautiful Views, Great Location",20079643,Alex @ Boston Corporate Housing,,West End,42.36357,-71.06828,Entire home/apt,295,30,3,2019-05-22,0.16,19,177
23321961,Sonder | Pierce Boston | Elegant 2BR + Gym,12243051,Sonder,,Fenway,42.34461,-71.10246,Entire home/apt,425,2,16,2019-11-17,0.80,147,341
23322393,Sonder | Pierce Boston | Contemporary 1BR + Gym,12243051,Sonder,,Longwood Medical Area,42.3425,-71.10304,Entire home/apt,168,2,5,2019-08-30,0.26,147,349
23322808,Sonder | Pierce Boston | Captivating 1BR + Gym,12243051,Sonder,,Fenway,42.34337,-71.10256,Entire home/apt,169,2,20,2019-10-03,0.92,147,339
23324614,Sonder | Pierce Boston | Airy 1BR + Gym,12243051,Sonder,,Fenway,42.34258,-71.10144,Entire home/apt,207,2,9,2019-10-27,0.44,147,342
23327474,Sonder | Pierce Boston | Dramatic 1BR + Gym,12243051,Sonder,,Fenway,42.34259,-71.10249,Entire home/apt,181,2,2,2019-06-03,0.10,147,297
23339587,Sonder | Pierce Boston | Elegant 2BR + Lounge,12243051,Sonder,,Fenway,42.34294,-71.10238,Entire home/apt,341,2,23,2019-11-09,1.08,147,312
23339974,Sonder | Pierce Boston | Creative Studio + Gym,12243051,Sonder,,Fenway,42.3448,-71.10097,Entire home/apt,129,2,8,2019-11-05,0.37,147,330
23340231,Sonder | Pierce Boston | Bold 1BR + Fitness Center,12243051,Sonder,,Fenway,42.34481,-71.10266,Entire home/apt,211,2,12,2019-06-22,0.59,147,324
23340501,Sonder | Pierce Boston | Sunny Studio + Gym,12243051,Sonder,,Fenway,42.34312,-71.10254,Entire home/apt,161,2,9,2019-04-25,0.44,147,0
23358572,Sonder | Pierce Boston | Architectural 1BR + Gym,12243051,Sonder,,Fenway,42.3448,-71.10216,Entire home/apt,190,2,26,2019-10-14,1.20,147,351
23375920,Sonder | Pierce Boston | Modern 1BR + Gym,12243051,Sonder,,Fenway,42.34421,-71.10174,Entire home/apt,190,2,17,2019-09-06,0.79,147,362
23379361,Sonder | Pierce Boston | Dashing Studio + Gym,12243051,Sonder,,Fenway,42.3446,-71.10101,Entire home/apt,149,2,6,2019-09-08,0.32,147,332
23393316,Sonder | Pierce Boston | Comfortable 1BR + Gym,12243051,Sonder,,Fenway,42.34419,-71.10137,Entire home/apt,171,2,10,2019-08-16,0.55,147,348
23396093,Sonder | Pierce Boston | Sleek 1BR + Lounge,12243051,Sonder,,Fenway,42.34277,-71.10223,Entire home/apt,196,2,14,2019-09-28,0.65,147,298
23397346,Sonder | Pierce Boston | Sophisticated 1BR + Gym,12243051,Sonder,,Fenway,42.34398,-71.1014,Entire home/apt,197,2,5,2019-05-01,0.26,147,361
23411464,Sonder | Pierce Boston | Sun-Filled Studio + Gym,12243051,Sonder,,Fenway,42.34436,-71.10122,Entire home/apt,141,2,8,2019-11-03,0.38,147,342
23412602,Sunny Studio in the Heart of Fenway,150612456,Michelle,,Fenway,42.34551,-71.10404,Entire home/apt,87,91,2,2018-08-22,0.13,1,0
23412729,Sonder | Pierce Boston | Chic Studio + Gym,12243051,Sonder,,Fenway,42.34439,-71.10273,Entire home/apt,155,2,17,2019-11-07,0.80,147,336
23413937,Sonder | Pierce Boston | Tranquil 1BR + Lounge,12243051,Sonder,,Fenway,42.34256,-71.10251,Entire home/apt,209,2,8,2019-11-04,0.37,147,303
23414242,Red R*8min walk JFK T*10minCity by Uber*NOc.fees,167556315,Karolina,,Dorchester,42.32184,-71.06138,Private room,62,3,65,2019-11-15,3.58,6,71
23414294,Grey R*3stops SouthStation*10min JFK T Red Line,167556315,Karolina,,Dorchester,42.32362,-71.06109,Private room,58,3,96,2019-11-12,4.62,6,63
23418172,Sonder | Pierce Boston | Dreamy 1BR + Gym,12243051,Sonder,,Fenway,42.34412,-71.10285,Entire home/apt,171,2,6,2019-10-28,0.30,147,353
23429071,Boston Mass vicinity #5  @ Samuel Adam Brewery (T),132606746,Javier,,Jamaica Plain,42.31462,-71.10047,Private room,42,91,47,2019-08-17,2.19,6,163
23431914,Modern Spacious Private Brownstone Apt,174771378,Solomon,,Roxbury,42.32333,-71.07694,Entire home/apt,125,2,86,2019-11-18,4.09,1,75
23452923,Sonder | Pierce Boston | Calming 3BR + Game Room,12243051,Sonder,,Fenway,42.34423,-71.10161,Entire home/apt,402,2,35,2019-10-06,1.66,147,318
23454978,Sonder | Pierce Boston | Natural 2BR + Yoga Studio,12243051,Sonder,,Fenway,42.34343,-71.10158,Entire home/apt,290,2,50,2019-11-03,2.34,147,295
23455311,Sonder | Pierce Boston | Serene 1BR + Yoga Studio,12243051,Sonder,,Fenway,42.34388,-71.10144,Entire home/apt,182,2,29,2019-10-26,1.38,147,235
23466425,Sonder | Pierce Boston | Breathtaking 3BR + Gym,12243051,Sonder,,Fenway,42.34393,-71.10276,Entire home/apt,281,2,26,2019-10-30,1.22,147,283
23467213,Sonder | Pierce Boston | Luxurious 3BR + City View,12243051,Sonder,,Fenway,42.34281,-71.10095,Entire home/apt,387,2,25,2019-11-11,1.19,147,297
23487191,Fort Hill Top - 1Fr - Guest Rm Jamaica Plain/Roxb,8513158,Kevin,,Roxbury,42.32533,-71.09344,Private room,66,90,11,2019-06-20,0.63,3,35
23487192,Sonder | Pierce Boston | Spacious 1BR + Gym,12243051,Sonder,,Fenway,42.3431,-71.10084,Entire home/apt,182,2,27,2019-11-12,1.32,147,0
23498826,Sonder | Pierce Boston | Sun-Filled 2BR + Gym,12243051,Sonder,,Fenway,42.34406,-71.10159,Entire home/apt,283,2,8,2019-06-24,0.38,147,320
23500329,Sonder | Pierce Boston | Warm 1BR + Gym,12243051,Sonder,,Fenway,42.34251,-71.10152,Entire home/apt,171,2,18,2019-07-09,0.85,147,349
23500537,"Devonshire Place, Lux 1 Bed Dwtwn Financial Area",22541573,Ken,,Downtown,42.35716,-71.05857,Entire home/apt,219,91,1,2018-09-09,0.07,14,365
23502085,Sonder | Pierce Boston | Alluring 2BR + Gym,12243051,Sonder,,Fenway,42.34461,-71.10217,Entire home/apt,382,2,29,2019-11-11,1.37,147,294
23502271,"Comfy, cozy and perfect location.",21000237,Sue,,North End,42.36481,-71.05576,Entire home/apt,160,3,10,2019-11-11,0.55,1,0
23502542,"Small furnished space, great location.",4299002,Lauren,,Downtown,42.35962,-71.06173,Private room,50,91,89,2019-05-06,4.24,2,0
23503374,Sonder | Pierce Boston | Sleek Studio + Game Room,12243051,Sonder,,Fenway,42.34248,-71.10169,Entire home/apt,123,2,7,2019-10-30,0.37,147,343
23504160,Sonder | Pierce Boston | Natural 1BR + Gym,12243051,Sonder,,Fenway,42.34463,-71.10095,Entire home/apt,201,2,6,2019-11-14,0.87,147,353
23505076,Sonder | Pierce Boston | Elegant Studio + Gym,12243051,Sonder,,Fenway,42.34269,-71.10251,Entire home/apt,125,2,11,2019-11-17,0.54,147,329
23524596,Sonder | Pierce Boston | Peaceful Studio + Lounge,12243051,Sonder,,Fenway,42.34461,-71.1022,Entire home/apt,144,2,16,2019-09-27,0.75,147,337
23525184,Sonder | Pierce Boston | Ideal Studio + Gym,12243051,Sonder,,Fenway,42.34414,-71.10125,Entire home/apt,134,2,17,2019-10-28,0.81,147,293
23525337,Sonder | Pierce Boston | Bold Studio + Yoga Studio,12243051,Sonder,,Fenway,42.34302,-71.10147,Entire home/apt,144,2,10,2019-11-16,0.48,147,340
23525914,Sonder | Pierce Boston | Laid-Back 1BR + Gym,12243051,Sonder,,Fenway,42.34404,-71.10286,Entire home/apt,189,2,6,2019-11-17,0.31,147,359
23526125,Urban Treehouse King,868067,Laura,,South Boston,42.33285,-71.04565,Private room,120,2,53,2019-11-08,2.63,2,314
23526592,Sonder | Pierce Boston | Industrial 1BR + Gym,12243051,Sonder,,Fenway,42.34411,-71.10267,Entire home/apt,168,2,39,2019-11-14,1.87,147,0
23527204,Sonder | Pierce Boston | Tranquil Studio + Gym,12243051,Sonder,,Fenway,42.34392,-71.10096,Entire home/apt,127,2,11,2019-06-23,0.55,147,0
23528849,"Brighton House for Rent, Unit 4(3rd Fl)",166004722,Wang,,Brighton,42.35772,-71.15663,Private room,50,91,4,2019-10-18,0.19,5,247
23540441,Sonder | Pierce Boston | Upscale 1BR + Gym,12243051,Sonder,,Fenway,42.34316,-71.10153,Entire home/apt,169,2,27,2019-11-11,1.28,147,316
23541785,Sonder | Pierce Boston | Bright 1BR + Gym,12243051,Sonder,,Fenway,42.34486,-71.10223,Entire home/apt,172,2,15,2019-07-29,0.71,147,329
23542947,Sonder | Pierce Boston | Calming 1BR + Game Room,12243051,Sonder,,Fenway,42.34418,-71.10088,Entire home/apt,160,2,21,2019-11-17,1.04,147,299
23544021,Mission Hill with Keyless Entry,32918127,Luke,,Mission Hill,42.32984,-71.0978,Entire home/apt,195,1,100,2019-11-13,4.78,1,75
23567704,Washington 2 | 3BR 2BA | Emerald Necklace,71783,Lance,,Jamaica Plain,42.30881,-71.10687,Entire home/apt,175,32,25,2019-08-08,1.28,22,0
23567927,Washington 3 | 3BR 2BA | Forest Hills,71783,Lance,,Jamaica Plain,42.30868,-71.11433,Entire home/apt,175,32,30,2019-06-26,1.54,22,224
23579975,Gorgeous Family Home,176242673,Rebecca,,West Roxbury,42.29574,-71.15612,Entire home/apt,50,1,15,2019-08-13,0.89,1,0
23592161,"Cozy, Modern & Central 1 bed close to waterfront.",40132620,Dr. Robert,,North End,42.36506,-71.05391,Entire home/apt,200,2,119,2019-11-24,6.16,1,96
23594420,1 Bedroom with Key-less entry Mission Hill,119007535,Kenneth,,Roxbury,42.3304,-71.09596,Entire home/apt,195,2,121,2019-12-02,5.87,2,64
23596658,Near subway redline—-luxury stay bedroom (#4),115426791,Jun,,Dorchester,42.30982,-71.0525,Private room,80,91,116,2019-11-18,5.49,3,0
23596922,Near subway Savin hill—-cozy and comfort(#5),115426791,Jun,,Dorchester,42.30997,-71.05389,Private room,80,91,83,2019-11-16,3.96,3,244
23597271,Lovely private bedroom—-near subway redline (#6),115426791,Jun,,Dorchester,42.30981,-71.05375,Private room,80,91,79,2019-11-17,3.77,3,247
23624354,Single Family in Historic Charlestown,36524200,Karen,,Charlestown,42.37913,-71.06177,Entire home/apt,500,91,1,2018-08-03,0.06,1,0
23627923,Hilltop3- 2 Fullbeds 4.6m  to City near T freeprk,95762630,Fatima,,Dorchester,42.30288,-71.06488,Private room,29,2,61,2019-11-30,2.87,6,243
23628377,Hilltop4 King/Daybed 4.6m to City stepstoT Freepk,95762630,Fatima,,Dorchester,42.30293,-71.06462,Private room,29,2,49,2019-12-03,2.31,6,334
23629701,Brownstone on the Park 2 bd Apt M330,32532791,Marie,,South End,42.3433,-71.07518,Entire home/apt,315,3,32,2019-10-27,1.56,10,106
23632539,Chill & Cozy Apt Dwntwn/TheatreDst/Chnatwn/BckBay,173074212,Brandon,,Downtown,42.35323,-71.06353,Entire home/apt,222,91,5,2018-05-13,0.24,1,0
23633083,Hilltop5- 2 Doublebeds 4.6m to BCEC near T freeprk,95762630,Fatima,,Dorchester,42.30372,-71.06449,Private room,19,2,64,2019-11-10,3.01,6,267
23651348,3 beds/ 2 baths in the Center of Allston,66882323,Steve,,Allston,42.3504,-71.13292,Entire home/apt,295,91,36,2019-11-19,1.89,1,329
23661462,Convenient and Cozy. Stay like a local in Southie!,143961037,Warwick & Virginia,,South Boston,42.34072,-71.05588,Private room,100,2,64,2019-11-03,3.06,1,19
23662326,charming private bedroom in Roxbury,24990222,Jade & Matt,,Roxbury,42.32631,-71.09552,Private room,63,91,39,2019-11-11,1.92,1,334
23666880,Newly Renovated close toTrain 3Br 90 day+/longterm,174748294,Brendilee,,Dorchester,42.29549,-71.06981,Entire home/apt,127,90,22,2018-08-31,1.05,1,152
23687280,Charming 3 Bed  Near hynes convention center #40,133927887,Kat,,Back Bay,42.34556,-71.08614,Entire home/apt,353,91,14,2018-08-27,0.69,12,0
23687980,Luxury - 3 Bed - Next to Prudential #44,133927887,Kat,,Back Bay,42.34567,-71.08595,Entire home/apt,325,91,14,2018-08-24,0.69,12,0
23700221,Boston's Hippest Spot Near Longwood Med & Downtown,32870796,Jessica,,Jamaica Plain,42.3179,-71.10755,Entire home/apt,120,28,105,2019-11-14,5.15,1,347
23743618,Sonder | SoWa | Modern 2BR,12243051,Sonder,,South End,42.34501,-71.06616,Entire home/apt,167,2,13,2019-10-24,0.70,147,191
23744547,Sonder | SoWa | Desirable 2BR,12243051,Sonder,,South End,42.34505,-71.06551,Entire home/apt,161,2,37,2019-11-06,1.77,147,233
23746557,Sonder | Theater District | Charming 1BR,12243051,Sonder,,Downtown,42.35176,-71.06513,Entire home/apt,147,2,17,2019-11-14,0.81,147,81
23748607,Sonder | Theater District | Sunny 1BR,12243051,Sonder,,Downtown,42.3533,-71.06342,Entire home/apt,148,2,18,2019-10-14,0.90,147,80
23749358,Sonder | Theater District | Dashing 1BR,12243051,Sonder,,Downtown,42.35147,-71.0636,Entire home/apt,142,2,5,2019-10-22,0.25,147,112
23761996,"Large Functional 2 B/B, Modern Building, Great Loc",20079643,Alex @ Boston Corporate Housing,,West End,42.36427,-71.07026,Entire home/apt,300,30,2,2019-09-24,0.37,19,180
23790542,Basic living for short term stay in Boston,117015594,Trinh,,Dorchester,42.31749,-71.05662,Private room,25,91,1,2018-04-30,0.05,2,0
23791827,Beautiful and Comfy . 1 Queen Bed,96420804,Carlos,,Dorchester,42.29811,-71.06474,Private room,60,91,14,2019-11-03,0.72,3,168
23801768,Cozy Studio in East Boston 2120,18202088,Luxurious,,East Boston,42.36677,-71.04002,Entire home/apt,199,91,1,2019-09-03,0.32,18,41
23805314,The Red Door Carriage House,12369993,David,,West Roxbury,42.29031,-71.1457,Entire home/apt,95,2,82,2019-11-29,4.06,1,279
23805779,"Beautiful home near the City, Home away from home.",157054088,Ian,,Dorchester,42.29835,-71.07919,Private room,90,91,20,2019-10-17,0.99,2,106
23822858,Evolve Wharf,18202088,Luxurious,,Downtown,42.35309,-71.05383,Entire home/apt,239,91,9,2019-07-25,0.44,18,0
23841523,"Large 1 Bed With View, Modern Building, Great Loc",20079643,Alex @ Boston Corporate Housing,,West End,42.36386,-71.0684,Entire home/apt,250,30,6,2019-11-19,0.34,19,148
23882402,Unmatched Boston Harbor Views in 1BR Luxury Suite,168831334,Neda,,Downtown,42.35875,-71.05245,Entire home/apt,500,91,2,2019-09-24,0.31,1,363
23895601,Back Bay on Marathon Home Straight!,179575051,Mark,,Back Bay,42.34989,-71.08402,Entire home/apt,250,91,0,,,1,0
23912131,Cozy two bedroom right across Mass General Hospt.,20079643,Alex @ Boston Corporate Housing,,West End,42.36372,-71.06846,Entire home/apt,280,30,10,2019-11-11,0.50,19,141
23921580,(K-8) Kenmore Sq. Fenway Park!,21184200,Airbnb,,Fenway,42.349,-71.09209,Entire home/apt,145,2,68,2019-11-10,3.31,14,245
23924118,Lovely and Comfortable,96420804,Carlos,,Dorchester,42.29836,-71.06505,Entire home/apt,140,91,8,2019-05-22,0.39,3,61
23947734,Short Walk to T!,16186589,Marie,,Dorchester,42.28788,-71.06643,Private room,40,30,0,,,25,0
23948205,LargeDuplex 11Beds 4m to Downtown +Laundry walk 2T,95762630,Fatima,,Dorchester,42.30265,-71.06319,Entire home/apt,275,2,11,2019-11-17,0.59,6,356
23960786,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33044,-71.11217,Entire home/apt,199,29,0,,,68,119
23961269,"Lux 3BR Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33197,-71.11138,Entire home/apt,239,91,11,2019-03-31,0.56,68,365
23965606,Bright & Modern 3 Bedroom Apartment near T,16186589,Marie,,Dorchester,42.2901,-71.06788,Entire home/apt,120,30,0,,,25,0
24016169,Quaint New England home inside the City of Boston,31172487,Blake,,West Roxbury,42.29213,-71.15436,Entire home/apt,300,2,100,2019-11-25,4.90,1,0
24022545,Quite 1 Bedroom By Mass General Hospital,20079643,Alex @ Boston Corporate Housing,,West End,42.36346,-71.06851,Entire home/apt,220,30,2,2019-09-23,0.58,19,180
24032465,Private Room & Great Location by the Red Line!,16186589,Marie,,Dorchester,42.28819,-71.068,Private room,39,30,2,2018-07-31,0.11,25,0
24034961,3 Minutes Walk to the Red Line!,16186589,Marie,,Dorchester,42.28944,-71.06773,Private room,39,30,0,,,25,0
24056510,Upscale Studio Apt at Longwood Medical,30283594,Kara,,Mission Hill,42.33183,-71.11297,Entire home/apt,209,3,0,,,87,333
24059457,"Lux 3 bedroom apt at Emerson Place w/gym, wifi",9419684,Mike,,West End,42.36595,-71.07006,Entire home/apt,499,29,6,2019-05-17,0.32,68,25
24080196,A room,23953876,Anthony,,Dorchester,42.31158,-71.05318,Private room,79,1,121,2019-11-24,5.92,4,331
24085880,B room,23953876,Anthony,,Dorchester,42.31139,-71.05365,Private room,79,1,153,2019-11-27,7.49,4,0
24087726,C room,23953876,Anthony,,Dorchester,42.30976,-71.05138,Private room,79,1,125,2019-11-04,6.11,4,357
24090510,D room,23953876,Anthony,,Dorchester,42.31031,-71.05304,Private room,79,1,111,2019-11-10,5.48,4,0
24094681,LARGE studio in heart of Back Bay Marathon closeby,37825111,Drew,,Back Bay,42.34998,-71.07986,Entire home/apt,325,91,1,2018-04-16,0.05,1,0
24113222,Private Bedroom with an en-suite.,181618738,Benjamin,,Roxbury,42.32206,-71.07257,Private room,56,2,92,2019-11-24,4.52,1,164
24119260,Penthouse Private Room Near Everything ️‍,39730545,Vincent,,South End,42.34566,-71.06839,Private room,165,91,56,2019-12-03,2.76,2,165
24131246,"Boston Beautiful, Large yet cozy and modern",93115614,Selim,,Allston,42.35349,-71.12853,Entire home/apt,125,600,0,,,1,0
24137385,South Boston Condo at Scenic Castle Island,166031639,Stefanie,,South Boston,42.33321,-71.02501,Entire home/apt,330,91,11,2019-04-16,0.59,1,62
24152390,Cozy and beautiful Private room . 1 Queen Bed,96420804,Carlos,,Dorchester,42.29807,-71.06348,Private room,75,91,12,2019-10-13,0.59,3,180
24168312,Back Bay Apt on Prestigious Marlborough St,180283497,Michelle,,Back Bay,42.34988,-71.08704,Entire home/apt,180,33,12,2019-08-19,0.63,6,287
